,0
"(13, 0, 275911)",1.0466
"(13, 0, 275912)",1.03372
"(13, 0, 276240)",1.16787
"(13, 0, 276241)",1.12352
"(13, 0, 276264)",1.16928
"(13, 0, 276265)",1.08802
"(13, 0, 276268)",1.13805
"(13, 0, 276269)",1.08545
"(13, 0, 276737)",1.3404
"(13, 0, 276738)",1.60174
"(13, 1, 276183)",1.02991
"(13, 1, 276184)",1.00625
"(13, 1, 275911)",1.0258
"(13, 1, 275912)",1.04491
"(13, 1, 276240)",1.11955
"(13, 1, 276241)",1.10469
"(13, 1, 276264)",1.17752
"(13, 1, 276265)",1.11112
"(13, 1, 276268)",1.00141
"(13, 1, 276269)",1.11843
"(13, 1, 276737)",1.28419
"(13, 1, 276738)",1.5088
"(13, 2, 276183)",1.0349700000000002
"(13, 2, 276184)",1.0336
"(13, 2, 275911)",1.01869
"(13, 2, 275912)",1.03559
"(13, 2, 276240)",1.03831
"(13, 2, 276241)",1.13466
"(13, 2, 276264)",1.08597
"(13, 2, 276265)",1.06784
"(13, 2, 276268)",1.06877
"(13, 2, 276269)",1.08479
"(13, 2, 276737)",1.2194200000000002
"(13, 2, 276738)",1.31947
"(0, 0, 276183)",0.981339
"(0, 0, 276184)",0.999333
"(0, 0, 275911)",0.982421
"(0, 0, 275912)",1.00889
"(0, 0, 276240)",1.04735
"(0, 0, 276241)",1.06245
"(0, 0, 276264)",1.1641
"(0, 0, 276265)",1.10372
"(0, 0, 276268)",1.07523
"(0, 0, 276269)",1.01577
"(0, 0, 276737)",1.4307
"(0, 0, 276738)",1.24126
"(0, 1, 276183)",0.990264
"(0, 1, 276184)",1.00088
"(0, 1, 275911)",0.992378
"(0, 1, 275912)",1.02102
"(0, 1, 276240)",1.10942
"(0, 1, 276241)",1.1016
"(0, 1, 276264)",1.17219
"(0, 1, 276265)",1.06081
"(0, 1, 276268)",1.11968
"(0, 1, 276269)",1.10863
"(0, 1, 276737)",1.40641
"(0, 1, 276738)",1.46749
"(0, 2, 276183)",1.00509
"(0, 2, 276184)",0.997461
"(0, 2, 275911)",1.00892
"(0, 2, 275912)",1.02867
"(0, 2, 276240)",1.12611
"(0, 2, 276241)",1.04931
"(0, 2, 276264)",1.1962
"(0, 2, 276265)",1.05263
"(0, 2, 276268)",1.0254299999999998
"(0, 2, 276269)",1.10622
"(0, 2, 276737)",1.44425
"(0, 2, 276738)",1.2919
"(1, 0, 276183)",0.995921
"(1, 0, 276184)",1.00509
"(1, 0, 275911)",1.02134
"(1, 0, 275912)",1.04608
"(1, 0, 276240)",1.1263
"(1, 0, 276241)",1.04054
"(1, 0, 276264)",1.14381
"(1, 0, 276265)",1.10358
"(1, 0, 276268)",1.02203
"(1, 0, 276269)",1.15314
"(1, 0, 276737)",1.48025
"(1, 0, 276738)",1.29411
"(1, 1, 276183)",1.00693
"(1, 1, 276184)",0.98551
"(1, 1, 275911)",1.02619
"(1, 1, 275912)",1.03506
"(1, 1, 276240)",1.06813
"(1, 1, 276241)",1.08361
"(1, 1, 276264)",1.19039
"(1, 1, 276265)",1.07857
"(1, 1, 276268)",0.994187
"(1, 1, 276269)",1.14696
"(1, 1, 276737)",1.45313
"(1, 1, 276738)",1.30358
"(1, 2, 276183)",1.0017200000000002
"(1, 2, 276184)",1.01621
"(1, 2, 275911)",1.01609
"(1, 2, 275912)",1.04939
"(1, 2, 276240)",1.06043
"(1, 2, 276241)",1.08484
"(1, 2, 276264)",1.12976
"(1, 2, 276265)",1.05221
"(1, 2, 276268)",1.03824
"(1, 2, 276269)",1.17953
"(1, 2, 276737)",1.58391
"(1, 2, 276738)",1.1902700000000002
"(2, 0, 276183)",1.01601
"(2, 0, 276184)",1.06123
"(2, 0, 275911)",1.05744
"(2, 0, 275912)",1.05974
"(2, 0, 276240)",1.0498299999999998
"(2, 0, 276241)",1.04688
"(2, 0, 276264)",1.13683
"(2, 0, 276265)",1.06095
"(2, 0, 276268)",1.04992
"(2, 0, 276269)",1.12137
"(2, 0, 276737)",1.47887
"(2, 0, 276738)",1.5043799999999998
"(2, 1, 276183)",1.01193
"(2, 1, 276184)",1.06695
"(2, 1, 275911)",1.04421
"(2, 1, 275912)",1.07561
"(2, 1, 276240)",1.0838
"(2, 1, 276241)",1.08059
"(2, 1, 276264)",1.47842
"(2, 1, 276265)",1.05306
"(2, 1, 276268)",1.08031
"(2, 1, 276269)",1.11312
"(2, 1, 276737)",1.4069200000000002
"(2, 1, 276738)",1.31578
"(2, 2, 276183)",1.01531
"(2, 2, 276184)",1.07143
"(2, 2, 275911)",1.0467
"(2, 2, 275912)",1.05618
"(2, 2, 276240)",1.06944
"(2, 2, 276241)",1.08219
"(2, 2, 276264)",1.39771
"(2, 2, 276265)",1.09786
"(2, 2, 276268)",1.06564
"(2, 2, 276269)",1.11193
"(2, 2, 276737)",1.46462
"(2, 2, 276738)",1.44503
"(3, 0, 276183)",1.02185
"(3, 0, 276184)",1.05925
"(3, 0, 275911)",1.05339
"(3, 0, 275912)",1.06975
"(3, 0, 276240)",1.11737
"(3, 0, 276241)",1.10059
"(3, 0, 276264)",1.3611
"(3, 0, 276265)",1.05595
"(3, 0, 276268)",1.02368
"(3, 0, 276269)",0.992217
"(3, 0, 276737)",1.5909
"(3, 0, 276738)",1.25746
"(3, 1, 276183)",1.01585
"(3, 1, 276184)",1.05861
"(3, 1, 275911)",1.03503
"(3, 1, 275912)",1.08704
"(3, 1, 276240)",1.11038
"(3, 1, 276241)",1.06092
"(3, 1, 276264)",1.39722
"(3, 1, 276265)",1.06211
"(3, 1, 276268)",1.05882
"(3, 1, 276269)",1.0466799999999998
"(3, 1, 276737)",1.4985700000000002
"(3, 1, 276738)",1.35651
"(3, 2, 276183)",1.02505
"(3, 2, 276184)",1.07217
"(3, 2, 275911)",1.04577
"(3, 2, 275912)",1.07467
"(3, 2, 276240)",1.09433
"(3, 2, 276241)",1.04001
"(3, 2, 276264)",1.1807299999999998
"(3, 2, 276265)",1.02662
"(3, 2, 276268)",1.04555
"(3, 2, 276269)",1.03873
"(3, 2, 276737)",1.43836
"(3, 2, 276738)",1.33412
"(4, 0, 276183)",1.01789
"(4, 0, 276184)",1.03621
"(4, 0, 275911)",1.0467799999999998
"(4, 0, 275912)",1.06931
"(4, 0, 276240)",1.08805
"(4, 0, 276241)",1.0498
"(4, 0, 276264)",1.1491
"(4, 0, 276265)",1.0838
"(4, 0, 276268)",1.04234
"(4, 0, 276269)",1.0225799999999998
"(4, 0, 276737)",1.38105
"(4, 0, 276738)",1.29663
"(4, 1, 276183)",1.02962
"(4, 1, 276184)",1.03752
"(4, 1, 275911)",1.03601
"(4, 1, 275912)",1.0607799999999998
"(4, 1, 276240)",1.11761
"(4, 1, 276241)",1.0646799999999998
"(4, 1, 276264)",1.13911
"(4, 1, 276265)",1.03875
"(4, 1, 276268)",1.0158200000000002
"(4, 1, 276269)",1.0025700000000002
"(4, 1, 276737)",1.48722
"(4, 1, 276738)",1.3461
"(4, 2, 276183)",1.0247700000000002
"(4, 2, 276184)",1.03261
"(4, 2, 275911)",1.0555
"(4, 2, 275912)",1.07168
"(4, 2, 276240)",1.12046
"(4, 2, 276241)",1.10482
"(4, 2, 276264)",1.12375
"(4, 2, 276265)",1.07143
"(4, 2, 276268)",1.03731
"(4, 2, 276269)",1.01294
"(4, 2, 276737)",1.58718
"(4, 2, 276738)",1.53733
"(5, 0, 276183)",1.01564
"(5, 0, 276184)",1.02635
"(5, 0, 275911)",1.05091
"(5, 0, 275912)",1.03729
"(5, 0, 276240)",1.07934
"(5, 0, 276241)",1.13617
"(5, 0, 276264)",1.11441
"(5, 0, 276265)",1.0691
"(5, 0, 276268)",1.02453
"(5, 0, 276269)",1.0965200000000002
"(5, 0, 276737)",1.43862
"(5, 0, 276738)",1.44951
"(5, 1, 276183)",1.01339
"(5, 1, 276184)",1.01411
"(5, 1, 275911)",1.04442
"(5, 1, 275912)",1.05643
"(5, 1, 276240)",1.08026
"(5, 1, 276241)",1.07179
"(5, 1, 276264)",1.12626
"(5, 1, 276265)",1.0753
"(5, 1, 276268)",1.0647
"(5, 1, 276269)",1.01493
"(5, 1, 276737)",1.41714
"(5, 1, 276738)",1.26484
"(5, 2, 276183)",1.0147
"(5, 2, 276184)",1.01927
"(5, 2, 275911)",1.03323
"(5, 2, 275912)",1.05752
"(5, 2, 276240)",1.078
"(5, 2, 276241)",1.05178
"(5, 2, 276264)",1.19919
"(5, 2, 276265)",1.08617
"(5, 2, 276268)",1.04574
"(5, 2, 276269)",1.03404
"(5, 2, 276737)",1.44733
"(5, 2, 276738)",1.1656799999999998
"(6, 0, 276183)",1.01484
"(6, 0, 276184)",1.04142
"(6, 0, 275911)",1.05798
"(6, 0, 275912)",1.06283
"(6, 0, 276240)",1.0913
"(6, 0, 276241)",1.1057
"(6, 0, 276264)",1.10616
"(6, 0, 276265)",1.06947
"(6, 0, 276268)",1.04708
"(6, 0, 276269)",1.06024
"(6, 0, 276737)",1.41803
"(6, 0, 276738)",1.63507
"(6, 1, 276183)",1.0298
"(6, 1, 276184)",1.03788
"(6, 1, 275911)",1.03156
"(6, 1, 275912)",1.07903
"(6, 1, 276240)",1.08934
"(6, 1, 276241)",1.0672
"(6, 1, 276264)",1.13505
"(6, 1, 276265)",1.05224
"(6, 1, 276268)",1.05618
"(6, 1, 276269)",1.0401
"(6, 1, 276737)",1.42344
"(6, 1, 276738)",1.53267
"(6, 2, 276183)",1.0229700000000002
"(6, 2, 276184)",1.03589
"(6, 2, 275911)",1.03756
"(6, 2, 275912)",1.08292
"(6, 2, 276240)",1.08323
"(6, 2, 276241)",1.06329
"(6, 2, 276264)",1.12123
"(6, 2, 276265)",1.08878
"(6, 2, 276268)",1.10654
"(6, 2, 276269)",1.07344
"(6, 2, 276737)",1.35072
"(6, 2, 276738)",1.45381
"(7, 0, 276183)",1.03961
"(7, 0, 276184)",1.04126
"(7, 0, 275911)",1.06556
"(7, 0, 275912)",1.07172
"(7, 0, 276240)",1.11239
"(7, 0, 276241)",1.0854
"(7, 0, 276264)",1.12046
"(7, 0, 276265)",1.04006
"(7, 0, 276268)",1.07053
"(7, 0, 276269)",1.06305
"(7, 0, 276737)",1.3733799999999998
"(7, 0, 276738)",1.3968
"(7, 1, 276183)",1.05039
"(7, 1, 276184)",1.03999
"(7, 1, 275911)",1.06051
"(7, 1, 275912)",1.0457
"(7, 1, 276240)",1.05526
"(7, 1, 276241)",1.05515
"(7, 1, 276264)",1.13667
"(7, 1, 276265)",1.05946
"(7, 1, 276268)",1.08414
"(7, 1, 276269)",1.05409
"(7, 1, 276737)",1.37691
"(7, 1, 276738)",1.51125
"(7, 2, 276183)",1.03057
"(7, 2, 276184)",1.02197
"(7, 2, 275911)",1.0668
"(7, 2, 275912)",1.0521
"(7, 2, 276240)",1.0808
"(7, 2, 276241)",1.12045
"(7, 2, 276264)",1.1076700000000002
"(7, 2, 276265)",1.03534
"(7, 2, 276268)",1.07324
"(7, 2, 276269)",1.07952
"(7, 2, 276737)",1.48282
"(7, 2, 276738)",1.48625
"(8, 0, 276183)",1.04652
"(8, 0, 276184)",1.01013
"(8, 0, 275911)",1.06905
"(8, 0, 275912)",1.03904
"(8, 0, 276240)",1.09782
"(8, 0, 276241)",1.04287
"(8, 0, 276264)",1.13919
"(8, 0, 276265)",1.10527
"(8, 0, 276268)",1.01456
"(8, 0, 276269)",1.06574
"(8, 0, 276737)",1.28689
"(8, 0, 276738)",1.4896
"(8, 1, 276183)",1.05952
"(8, 1, 276184)",1.01585
"(8, 1, 275911)",1.05743
"(8, 1, 275912)",1.0445799999999998
"(8, 1, 276240)",1.09437
"(8, 1, 276241)",1.0708799999999998
"(8, 1, 276264)",1.15037
"(8, 1, 276265)",1.12079
"(8, 1, 276268)",0.980423
"(8, 1, 276269)",1.08538
"(8, 1, 276737)",1.37216
"(8, 1, 276738)",1.40523
"(8, 2, 276183)",1.06661
"(8, 2, 276184)",1.01455
"(8, 2, 275911)",1.07066
"(8, 2, 275912)",1.03116
"(8, 2, 276240)",1.07345
"(8, 2, 276241)",1.07258
"(8, 2, 276264)",1.12473
"(8, 2, 276265)",1.08266
"(8, 2, 276268)",1.06025
"(8, 2, 276269)",1.07202
"(8, 2, 276737)",1.40756
"(8, 2, 276738)",1.23728
"(9, 0, 276183)",1.0596299999999998
"(9, 0, 276184)",1.01611
"(9, 0, 275911)",1.0887
"(9, 0, 275912)",1.03222
"(9, 0, 276240)",1.06279
"(9, 0, 276241)",1.10383
"(9, 0, 276264)",1.14936
"(9, 0, 276265)",1.05046
"(9, 0, 276268)",1.10685
"(9, 0, 276269)",1.10689
"(9, 0, 276737)",1.39576
"(9, 0, 276738)",1.31458
"(9, 1, 276183)",1.04976
"(9, 1, 276184)",1.0243
"(9, 1, 275911)",1.07707
"(9, 1, 275912)",1.0396299999999998
"(9, 1, 276240)",1.0949
"(9, 1, 276241)",1.07899
"(9, 1, 276264)",1.09251
"(9, 1, 276265)",1.07
"(9, 1, 276268)",1.08588
"(9, 1, 276269)",1.04946
"(9, 1, 276737)",1.44382
"(9, 1, 276738)",1.33021
"(9, 2, 276183)",1.04444
"(9, 2, 276184)",1.02291
"(9, 2, 275911)",1.07026
"(9, 2, 275912)",1.0466799999999998
"(9, 2, 276240)",1.09423
"(9, 2, 276241)",1.06859
"(9, 2, 276264)",1.14026
"(9, 2, 276265)",1.04919
"(9, 2, 276268)",1.0436
"(9, 2, 276269)",1.09272
"(9, 2, 276737)",1.32344
"(9, 2, 276738)",1.28354
"(10, 0, 276183)",1.04924
"(10, 0, 276184)",1.03558
"(10, 0, 275911)",1.06885
"(10, 0, 275912)",1.0401
"(10, 0, 276240)",1.09633
"(10, 0, 276241)",1.09688
"(10, 0, 276264)",1.18999
"(10, 0, 276265)",1.07554
"(10, 0, 276268)",1.05321
"(10, 0, 276269)",1.1175
"(10, 0, 276737)",1.31071
"(10, 0, 276738)",1.24037
"(10, 1, 276183)",1.05319
"(10, 1, 276184)",1.03354
"(10, 1, 275911)",1.09167
"(10, 1, 275912)",1.04474
"(10, 1, 276240)",1.05094
"(10, 1, 276241)",1.10438
"(10, 1, 276264)",1.15439
"(10, 1, 276265)",1.08959
"(10, 1, 276268)",1.07165
"(10, 1, 276269)",1.1067
"(10, 1, 276737)",1.31474
"(10, 1, 276738)",1.49269
"(10, 2, 276183)",1.04803
"(10, 2, 276184)",1.03589
"(10, 2, 275911)",1.0829
"(10, 2, 275912)",1.05749
"(10, 2, 276240)",1.08726
"(10, 2, 276241)",1.06623
"(10, 2, 276264)",1.15646
"(10, 2, 276265)",1.07572
"(10, 2, 276268)",1.086
"(10, 2, 276269)",1.13304
"(10, 2, 276737)",1.32259
"(10, 2, 276738)",2.38071
"(11, 0, 276183)",1.05065
"(11, 0, 276184)",1.03818
"(11, 0, 275911)",1.06182
"(11, 0, 275912)",1.05976
"(11, 0, 276240)",1.09619
"(11, 0, 276241)",1.08905
"(11, 0, 276264)",1.12274
"(11, 0, 276265)",1.08963
"(11, 0, 276268)",1.12194
"(11, 0, 276269)",1.16904
"(11, 0, 276737)",1.33681
"(11, 0, 276738)",1.44397
"(11, 1, 276183)",1.06734
"(11, 1, 276184)",1.0528
"(11, 1, 275911)",1.08078
"(11, 1, 275912)",1.03722
"(11, 1, 276240)",1.09953
"(11, 1, 276241)",1.07827
"(11, 1, 276264)",1.1800700000000002
"(11, 1, 276265)",1.11558
"(11, 1, 276268)",1.05091
"(11, 1, 276269)",1.14701
"(11, 1, 276737)",1.33918
"(11, 1, 276738)",1.4278
"(11, 2, 276183)",1.06228
"(11, 2, 276184)",1.02646
"(11, 2, 275911)",1.07636
"(11, 2, 275912)",1.07002
"(11, 2, 276240)",1.07268
"(11, 2, 276241)",1.04936
"(11, 2, 276264)",1.16536
"(11, 2, 276265)",1.07586
"(11, 2, 276268)",1.02368
"(11, 2, 276269)",1.18754
"(11, 2, 276737)",1.34719
"(11, 2, 276738)",1.40759
"(12, 0, 276183)",1.05969
"(12, 0, 276184)",1.01492
"(12, 0, 275911)",1.05098
"(12, 0, 275912)",1.04769
"(12, 0, 276240)",1.12295
"(12, 0, 276241)",1.08668
"(12, 0, 276264)",1.16059
"(12, 0, 276265)",1.20309
"(12, 0, 276268)",1.05359
"(12, 0, 276269)",1.18224
"(12, 0, 276737)",1.41399
"(12, 0, 276738)",1.10794
"(12, 1, 276183)",1.0639299999999998
"(12, 1, 276184)",1.02588
"(12, 1, 275911)",1.05762
"(12, 1, 275912)",1.0473
"(12, 1, 276240)",1.1148
"(12, 1, 276241)",1.14816
"(12, 1, 276264)",1.13471
"(12, 1, 276265)",1.15759
"(12, 1, 276268)",1.0669799999999998
"(12, 1, 276269)",1.12603
"(12, 1, 276737)",1.64188
"(12, 1, 276738)",1.18169
"(12, 2, 276183)",1.06804
"(12, 2, 276184)",1.0258
"(12, 2, 275911)",1.0889799999999998
"(12, 2, 275912)",1.0264
"(12, 2, 276240)",1.16177
"(12, 2, 276241)",1.12558
"(12, 2, 276264)",1.10624
"(12, 2, 276265)",1.11844
"(12, 2, 276268)",1.10615
"(12, 2, 276269)",1.16369
"(12, 2, 276737)",1.43156
"(12, 2, 276738)",1.62494
"(13, 0, 276183)",1.05099
"(13, 0, 276184)",1.03031
"(13, 0, 275911)",1.07233
"(13, 0, 275912)",1.03437
"(13, 0, 276240)",1.10455
"(13, 0, 276241)",1.11359
"(13, 0, 276264)",1.2084
"(13, 0, 276265)",1.1339
"(13, 0, 276268)",1.10236
"(13, 0, 276269)",1.1433
"(13, 0, 276737)",1.53834
"(13, 0, 276738)",1.76334
"(13, 1, 276183)",1.07365
"(13, 1, 276184)",1.01818
"(13, 1, 275911)",1.06102
"(13, 1, 275912)",1.05936
"(13, 1, 276240)",1.12387
"(13, 1, 276241)",1.08684
"(13, 1, 276264)",1.16226
"(13, 1, 276265)",1.14953
"(13, 1, 276268)",1.13531
"(13, 1, 276269)",1.14342
"(13, 1, 276737)",1.5063799999999998
"(13, 1, 276738)",1.3504200000000002
"(13, 2, 276183)",1.05704
"(13, 2, 276184)",1.01821
"(13, 2, 275911)",1.0649
"(13, 2, 275912)",1.04944
"(13, 2, 276240)",1.1407
"(13, 2, 276241)",1.08182
"(13, 2, 276264)",1.1443
"(13, 2, 276265)",1.1266200000000002
"(13, 2, 276268)",1.09142
"(13, 2, 276269)",1.14881
"(13, 2, 276737)",1.35422
"(13, 2, 276738)",1.96466
"(0, 0, 276183)",0.999397
"(0, 0, 276184)",1.01627
"(0, 0, 275911)",1.01356
"(0, 0, 275912)",1.02755
"(0, 0, 276240)",1.07951
"(0, 0, 276241)",1.09447
"(0, 0, 276264)",1.14645
"(0, 0, 276265)",1.09485
"(0, 0, 276268)",1.07676
"(0, 0, 276269)",1.07399
"(0, 0, 276737)",1.63762
"(0, 0, 276738)",1.42675
"(0, 1, 276183)",0.99151
"(0, 1, 276184)",1.00099
"(0, 1, 275911)",1.01785
"(0, 1, 275912)",1.02557
"(0, 1, 276240)",1.05539
"(0, 1, 276241)",1.07287
"(0, 1, 276264)",1.18481
"(0, 1, 276265)",1.07658
"(0, 1, 276268)",1.04679
"(0, 1, 276269)",1.27986
"(0, 1, 276737)",1.63007
"(0, 1, 276738)",1.35912
"(0, 2, 276183)",0.994877
"(0, 2, 276184)",1.00036
"(0, 2, 275911)",1.00327
"(0, 2, 275912)",1.03249
"(0, 2, 276240)",1.05438
"(0, 2, 276241)",1.08566
"(0, 2, 276264)",1.1774
"(0, 2, 276265)",1.07427
"(0, 2, 276268)",1.05495
"(0, 2, 276269)",1.23046
"(0, 2, 276737)",1.57798
"(0, 2, 276738)",1.27262
"(1, 0, 276183)",0.999631
"(1, 0, 276184)",1.01014
"(1, 0, 275911)",1.00841
"(1, 0, 275912)",1.04492
"(1, 0, 276240)",1.05827
"(1, 0, 276241)",1.0578299999999998
"(1, 0, 276264)",1.23776
"(1, 0, 276265)",1.05368
"(1, 0, 276268)",1.04216
"(1, 0, 276269)",1.11808
"(1, 0, 276737)",1.59904
"(1, 0, 276738)",1.41006
"(1, 1, 276183)",1.01974
"(1, 1, 276184)",1.0077200000000002
"(1, 1, 275911)",1.0359200000000002
"(1, 1, 275912)",1.0437299999999998
"(1, 1, 276240)",1.08903
"(1, 1, 276241)",1.09084
"(1, 1, 276264)",1.2526
"(1, 1, 276265)",1.12183
"(1, 1, 276268)",1.06226
"(1, 1, 276269)",1.10194
"(1, 1, 276737)",1.62135
"(1, 1, 276738)",1.4475
"(1, 2, 276183)",1.0314
"(1, 2, 276184)",1.01808
"(1, 2, 275911)",1.03921
"(1, 2, 275912)",1.05433
"(1, 2, 276240)",1.05531
"(1, 2, 276241)",1.08303
"(1, 2, 276264)",1.4993
"(1, 2, 276265)",1.07205
"(1, 2, 276268)",1.02934
"(1, 2, 276269)",1.09689
"(1, 2, 276737)",1.45274
"(1, 2, 276738)",1.42591
"(2, 0, 276183)",1.08636
"(2, 0, 276184)",1.10906
"(2, 0, 275911)",1.06389
"(2, 0, 275912)",1.06097
"(2, 0, 276240)",1.0981299999999998
"(2, 0, 276241)",1.07713
"(2, 0, 276264)",1.16064
"(2, 0, 276265)",1.05082
"(2, 0, 276268)",1.1111799999999998
"(2, 0, 276269)",1.03445
"(2, 0, 276737)",1.52603
"(2, 0, 276738)",1.45277
"(2, 1, 276183)",1.11217
"(2, 1, 276184)",1.06968
"(2, 1, 275911)",1.09767
"(2, 1, 275912)",1.06429
"(2, 1, 276240)",1.06819
"(2, 1, 276241)",1.06777
"(2, 1, 276264)",1.1287
"(2, 1, 276265)",1.06955
"(2, 1, 276268)",1.11345
"(2, 1, 276269)",1.04836
"(2, 1, 276737)",1.66332
"(2, 1, 276738)",1.56607
"(2, 2, 276183)",1.12063
"(2, 2, 276184)",1.0642
"(2, 2, 275911)",1.10841
"(2, 2, 275912)",1.07613
"(2, 2, 276240)",1.0647
"(2, 2, 276241)",1.06394
"(2, 2, 276264)",1.18195
"(2, 2, 276265)",1.1096700000000002
"(2, 2, 276268)",1.07747
"(2, 2, 276269)",1.1081
"(2, 2, 276737)",1.6556
"(2, 2, 276738)",1.49075
"(3, 0, 276183)",1.11593
"(3, 0, 276184)",1.08836
"(3, 0, 275911)",1.09192
"(3, 0, 275912)",1.08128
"(3, 0, 276240)",1.09669
"(3, 0, 276241)",1.06343
"(3, 0, 276264)",1.50161
"(3, 0, 276265)",1.09106
"(3, 0, 276268)",1.07106
"(3, 0, 276269)",1.1123299999999998
"(3, 0, 276737)",1.591
"(3, 0, 276738)",1.64724
"(3, 1, 276183)",1.07772
"(3, 1, 276184)",1.09049
"(3, 1, 275911)",1.08572
"(3, 1, 275912)",1.06851
"(3, 1, 276240)",1.09556
"(3, 1, 276241)",1.09939
"(3, 1, 276264)",1.28327
"(3, 1, 276265)",1.06611
"(3, 1, 276268)",1.01824
"(3, 1, 276269)",1.1125
"(3, 1, 276737)",1.63069
"(3, 1, 276738)",1.52078
"(3, 2, 276183)",1.0583
"(3, 2, 276184)",1.0647
"(3, 2, 275911)",1.08091
"(3, 2, 275912)",1.07969
"(3, 2, 276240)",1.09678
"(3, 2, 276241)",1.07271
"(3, 2, 276264)",1.2104
"(3, 2, 276265)",1.08018
"(3, 2, 276268)",1.04793
"(3, 2, 276269)",1.03149
"(3, 2, 276737)",1.7889700000000002
"(3, 2, 276738)",1.56985
"(4, 0, 276183)",1.00797
"(4, 0, 276184)",1.02028
"(4, 0, 275911)",1.03483
"(4, 0, 275912)",1.0563
"(4, 0, 276240)",1.0643
"(4, 0, 276241)",1.10725
"(4, 0, 276264)",1.1548200000000002
"(4, 0, 276265)",1.08871
"(4, 0, 276268)",1.11407
"(4, 0, 276269)",1.09992
"(4, 0, 276737)",1.53944
"(4, 0, 276738)",1.38022
"(4, 1, 276183)",1.0206
"(4, 1, 276184)",1.01169
"(4, 1, 275911)",1.03698
"(4, 1, 275912)",1.06135
"(4, 1, 276240)",1.08828
"(4, 1, 276241)",1.09472
"(4, 1, 276264)",1.21082
"(4, 1, 276265)",1.0128700000000002
"(4, 1, 276268)",1.03449
"(4, 1, 276269)",1.08057
"(4, 1, 276737)",1.57752
"(4, 1, 276738)",1.54991
"(4, 2, 276183)",1.02346
"(4, 2, 276184)",1.0195
"(4, 2, 275911)",1.02955
"(4, 2, 275912)",1.02998
"(4, 2, 276240)",1.11685
"(4, 2, 276241)",1.06292
"(4, 2, 276264)",1.14515
"(4, 2, 276265)",1.05554
"(4, 2, 276268)",1.03234
"(4, 2, 276269)",1.08536
"(4, 2, 276737)",1.51766
"(4, 2, 276738)",1.52485
"(5, 0, 276183)",1.00751
"(5, 0, 276184)",1.0057
"(5, 0, 275911)",1.03442
"(5, 0, 275912)",1.02952
"(5, 0, 276240)",1.13116
"(5, 0, 276241)",1.08573
"(5, 0, 276264)",1.15775
"(5, 0, 276265)",1.02627
"(5, 0, 276268)",1.01225
"(5, 0, 276269)",0.96709
"(5, 0, 276737)",1.59062
"(5, 0, 276738)",1.41996
"(5, 1, 276183)",1.00825
"(5, 1, 276184)",1.0276
"(5, 1, 275911)",1.02931
"(5, 1, 275912)",1.0339200000000002
"(5, 1, 276240)",1.10377
"(5, 1, 276241)",1.05274
"(5, 1, 276264)",1.14333
"(5, 1, 276265)",1.03737
"(5, 1, 276268)",1.03075
"(5, 1, 276269)",1.06524
"(5, 1, 276737)",1.56338
"(5, 1, 276738)",1.63943
"(5, 2, 276183)",1.01094
"(5, 2, 276184)",1.03783
"(5, 2, 275911)",1.03213
"(5, 2, 275912)",1.03245
"(5, 2, 276240)",1.11486
"(5, 2, 276241)",1.04281
"(5, 2, 276264)",1.1607299999999998
"(5, 2, 276265)",1.04771
"(5, 2, 276268)",1.07188
"(5, 2, 276269)",1.04779
"(5, 2, 276737)",1.4925700000000002
"(5, 2, 276738)",1.49316
"(6, 0, 276183)",1.03206
"(6, 0, 276184)",1.0306799999999998
"(6, 0, 275911)",1.03633
"(6, 0, 275912)",1.05836
"(6, 0, 276240)",1.10454
"(6, 0, 276241)",1.09184
"(6, 0, 276264)",1.35455
"(6, 0, 276265)",1.06449
"(6, 0, 276268)",1.05351
"(6, 0, 276269)",1.01526
"(6, 0, 276737)",1.77233
"(6, 0, 276738)",1.48528
"(6, 1, 276183)",1.03091
"(6, 1, 276184)",1.04383
"(6, 1, 275911)",1.04476
"(6, 1, 275912)",1.06257
"(6, 1, 276240)",1.12964
"(6, 1, 276241)",1.07713
"(6, 1, 276264)",1.17864
"(6, 1, 276265)",1.0484
"(6, 1, 276268)",1.0460200000000002
"(6, 1, 276269)",1.04444
"(6, 1, 276737)",1.83863
"(6, 1, 276738)",1.52344
"(6, 2, 276183)",1.01486
"(6, 2, 276184)",1.03621
"(6, 2, 275911)",1.05229
"(6, 2, 275912)",1.04784
"(6, 2, 276240)",1.12267
"(6, 2, 276241)",1.06027
"(6, 2, 276264)",1.45045
"(6, 2, 276265)",1.08881
"(6, 2, 276268)",1.07605
"(6, 2, 276269)",1.0880299999999998
"(6, 2, 276737)",1.88188
"(6, 2, 276738)",1.45533
"(7, 0, 276183)",1.02598
"(7, 0, 276184)",1.02066
"(7, 0, 275911)",1.0618
"(7, 0, 275912)",1.08413
"(7, 0, 276240)",1.0753700000000002
"(7, 0, 276241)",1.0806
"(7, 0, 276264)",1.33387
"(7, 0, 276265)",1.07452
"(7, 0, 276268)",1.11527
"(7, 0, 276269)",1.05014
"(7, 0, 276737)",1.69199
"(7, 0, 276738)",1.55169
"(7, 1, 276183)",1.03485
"(7, 1, 276184)",1.04063
"(7, 1, 275911)",1.0488
"(7, 1, 275912)",1.05456
"(7, 1, 276240)",1.08294
"(7, 1, 276241)",1.0656
"(7, 1, 276264)",1.1570200000000002
"(7, 1, 276265)",1.081
"(7, 1, 276268)",1.095
